customer_id,name,address,telephone1,telephone2,email,website,sec,vat,withHoldingTax,businessNature,qualifyingSystem,certifyingBody,dateCertified,payment,status,remarks,businessStyle,tin,createdDate
1500314,Aviaty Equipment Services Inc.,# 1 San Miguel I  Molino IV  Bacoor City  Cavite 1402,+6346 477-30-60,+6346 477-30-60,,,,VAT,0.02,,,,,COD,Active,,,008-408-822-000,14/10/2013
1500315,J&B Group Technologies  Inc.,E-2 Lt. J. Francisco St.  KNL  UP Diliman  1101 Quezon City  Philippines,-4331086,-9286154,allan@jandb.com.ph,,,VAT,,,,,,COD,Active,,,,18/10/2013
1500316,Fuji Haya Electric Corporation,Silangan Industrial Park  Canlubang  Calamba  Laguna,,,,,,VAT,,,,,,COD,Potential,,,,04/11/2013
1500317,Kanepackage Philippine  Inc.,#5 Ring Road  Light Industry and Science Park of the Philippines  Brgy. La Mesa  Calamba  Laguna Philippines,046 437-1810 to 15,,,,,Non-VAT,,,,,,COD,Active,,,004-692-418-000,27/11/2013
1500318,Davies Energy Systems  Inc.,4/F The Athenaeum Building 160 L.P. Leviste Street  Salcedo Vill. Makati City,02 816-7587,02 844-7279,,,,VAT,,,,,,COD,Active,,,218-931-240-000 VAT,05/12/2013
1500319,Yokohama Tire Philippines  Inc.,IE-5  Clark Freeport Zone  Pampanga,,,,,,VAT,,,,,,COD,Potential,thru Mesco  Inc.,,,27/01/2014
1500320,Hedcor Sibulan  Inc.,Darong Santa Cruz  Davao del Sur,82 282-4127,,,,,VAT,,,,,,COD,Active,"part of Hedcor Group

Formerly: Sibulan Santa Cruz  Davao Del Sur 8001  Philippines",Hedcor Sibulan  Inc.,005-633-984-00000,10/02/2014
1500321,Kulim Hi Technology Philippines Corporation,E.S. Carlos Commercial Arcade Purok 6  Brgy. Pulong Sta. Cruz  Sta. Rosa  Laguna,049 530-9048 to 49,049 530-9050,apol@khtengineering.com,,,VAT,,,,,,COD,Active,Brgy. Pulong Sta. Cruz,,008-514-797-000,09/09/2013
1500322,Canon Business Machines (Phils.)  Inc.,Lot 4 Phase 1B First Philippine Industrial Park Tanauan City  Batangas 4232,,,,,,,,,,,,COD,Potential,,,,25/02/2014
1500323,Sanritsu Great International Corp.(SGIC),No. 105 Innovation Drive  Carmelray Industrial Park 1  SEPZ  Canlubang  Calamba  Laguna 4028,049 549-2006,049 549-2044,,,,Non-VAT,2% Services  1% Sales,,,,,COD,Active,,Other Bus. Activities  N.E.C.,004-689-358-001,21/03/2014
1500324,Applied Systems Manufacturing Corporation,RM 304  ITC Bldg. 337 Sen. Gil Puyat Ave.  Makati City 1200  Philippines,632890-2620,632890-2618,purchasing@genset.comp.ph,,,,,,,,,COD,Active,,,000-155-565-000,03/04/2014
1500325,Luzon Hydro Corp.,Amilongan  Alilem  Ilocos Sur 2716,,,,,,VAT,,,,,,COD,Active,Sister company of Hedcor Inc.,Luzon Hydro Corp.,004-266-526-00000,06/05/2014
1500326,Sulzer Dowding & Mills,193 Camp Hill  Birmingham B12 0JJ  United Kingdom,+440121 766 6333,+440121 766 7247,,,,,,,,,,COD,Potential,Desco Inc.'s customer.,,,07/05/2014
1500327,P.IMES Corp.,Block 16  Phase IV Cavite Economic Zone Rosario  Cavite  Philippines,6346437-2401,6346437-2415,ddvid@pimes.com,www.pimes.com.ph,,,,,,,,COD,Active,Philippine - International Manufacturing and Engeenering Services,,,20/05/2014
1500328,Sempac Philippines Inc.,CJC Bldg.  Makiling Dr.  CIP2. Calamba  Laguna 4027,,,,,,VAT,,,,,,COD,Active,"10/24/16 - per Ms. Magie - DO NOT provide cal due dates

Former Address:
FCIE Complex  Special Economic Processing Zone  Brgy. Langkaan Dasmarinas  Cavite",Manufacturing,204-075-170-000,29/05/2014
1500329,Kamogawa Laguna Phils. Inc,Unit C Metrococo Compound  Bldg. 1 Lot 3F/3G on American Rd  Greenfield Automotive Park  Sta. Rosa City  Laguna  Philippines  4026,049 508-3912,049 508-3199,,www.kamog.com.ph,CS200718444,Non-VAT,,,,,,COD,Active,"referred by DAIHO - LTI 
formerly located in: PANORAMA Building No. 5 & 6 South Science  Laguna Technopark  Sta Rosa  Laguna",Other retail sales in specialized stores,006-926-093-000,23/06/2014
1500330,Aeight Pacific Corp. / Forsspac,2nd Floor  Prince Building 117 Rada Street  Legaspi Village Makati City  Philippines 1229,02 310- 5130,02 310-5134,,www.forsspac.com,CS201100123,,,,,,,COD,Active,,Architectural  Engineering  Technical,007-954-326-000,23/06/2014
1500331,Varian Medical Systems Pacific  Inc.,Room 1018-20  Tower A  New Mandarin Plaza   14 Science Museum Road Tsimshatsui East   Kowloon   Hong Kong,+ 852 27242836,+ 852 2369 4280,,www.varian.com,,VAT,,,,,,COD,Active,Referred by QMS team member,,,25/06/2014
1500332,Honda Parts Manufacturing Corporation,Laguna Technopark  Phase II Binan  Laguna  Philippines,994-0477,632 994-0878,,,8381,Non-VAT,,,,,,COD,Active,"BPI releasing Center ECX Sta Rosa (Paseo de Sta Rosa)
M-F  1:00pm~4:00 pm.",Manufacturing,002-371-879-000,11/08/2014
1500333,St. Luke`s Medical Center,Bonifacio Global City  Taguig City,02 789-7700,,ehsfse.bgc@stluke.com.ph,www.saintluke.com,CS200810589,Non-VAT,,,,,,COD,Active,PAB website,Private Medical  Dental  & Health Activities,007-074-202-000,26/08/2014
1500334,Chorakawa Technologies Inc.,111 East Science Ave.  Laguna Technopark  Binan  Laguna,,049 544-0858,,,CS200804736,Non-VAT,,,,,,COD,Active,Referred by Tri-R,Manufacturing,007-003-328-000,30/09/2014
1500335,Dezu Corporation,302 Lot 11 Blk 3  Sta. Rosa Business Park  Greenfields  Sta. Rosa  Laguna  PH 4026,049 250-9902,049 541-1826,baampong.bfhptc@gmail.com,www.bfhighpressure.com,,VAT,,,,,,COD,Active,Formerly BELFER International Company. BF High Pressure Technology Company  58 Dama de Noche St.  Phase 1  Mesa Homes  Don Jose  Sta. Rosa  Laguna Philippines 4026  Tel. (049) 544-0918  Fax (049) 541-1826,,010-037-891-00000,14/10/2014
1500336,Philippine Accreditation Bureau,3F  Trade and Industry Building 361 Sen. Gil Puyat Avenue  Makati City  Philippines,632 7514707,632 7513262,,,,Non-Vat,,,,,,COD,Active,ISO-Audit,,,18/10/2014
1500337,United Graphic Expression Corporation,UGEC Corp. Centre  Dasmariñas Technopark  Governor's Drive Dasmariñas  Cavite 4114  Philippines,632 531-8888 / 632 584-4126/54/55,632 584-4123/25,,,,VAT,,,,,,COD,Active,,,000-840-987-000,04/11/2014
1500338,GFR Engineering & Construction Services,Unit 201  Jackley Bldg.  Press Dr.  Fourth Estate cor. DSA  Sucat  San Antonio  Paranaque City 1700,,,GFR_ENGINEERING@YAHOO.COM.PH,,n/a,VAT,,,,,,COD,Active,referred by cross-link,Building of Construction  Civil Eng.,177-879-733-000,07/11/2014
1500339,Scientific Drilling International,Bldg 3 RTMSI Richardsons Compound Block 6 Lot 3 LIIP Ave. Brgy. Mamplasan  Biñan  Laguna 4024,632 584 4485 / +63 998 960 4202,520-8169,,,927,VAT,,,,,,COD,Active,,Other bus. activity  N.E.C.,000-692-742-000,12/11/2014
1500340,CAM MECHATRONIC (PHILS.)  INC.,#4 Ring Road  Light Industry and Science Park II  Calamba City  Laguna 4027,+6349 545 1928,+6349 502 5262,,,AS095-9712,Non-VAT,,,,,,COD,Active,Term:  C.O.D.,,004-515-557-000,12/12/2014
1500341,Allegro Microsystems Philippines  Inc.,Sampaguita St.  Marimar Village  Parañaque  Metro Manila,,,,,,,,,,,,COD,Potential,,,,08/01/2015
1500342,Aviation Partnership Philippines,8006 Airline Operations Center  Domestic Road Pasay City  1301 Philippines,+632 8545266 / 8545274,+632 8545266,Gerardo.Avila@aplus.com.ph,www.aplus.com.ph,,VAT,,,,,,COD,Active,,,,08/01/2015
1500343,CCL Label Industries Philippines Inc.,108 Makilling Drive  Carmelray Industrial Park II km. 54 National Highway  Calamba City  Laguna 4027 Philippines,+6349 543 2162 local 209,+6349 543 2163,bvelarde@cclind.com,www.ccllabel.com/philippine,CS201219773,VAT,,,,,,COD,Active,MUST ALWAYS pay in advance,Svc activities related to printing,008-401-741-000,15/01/2015
1500344,Bandai Wireharness Philippines  Inc.,Lot 2 First Industrial Township Brgy Pagaspas Tanauan City Batangas,,,,,,Non-VAT,,,,,,COD,Active,for kamogawa's client exclusive,Mfg.,009-599-456-000,25/02/2014
1500345,I-Con Tech Int`l.  Inc.,Rosario Commercial Complex  Unit 11A2 Blk 13-A Lot 11  San Pedro  Laguna,632 553-3915,632 553-3914,,,,VAT,,,,,,COD,Active,Referred by Ed Malonjao for 3M products,Other Retail Sale,007-991-151-000,10/02/2015
1500346,Cebu Microelectronics  Inc.,Corner 3rd St.  3rd Ave.  MEPZ1  Pusok  Lapu-lapu  Cebu  Philippines,,,,,,VAT,,,,,,,Potential,,,,25/02/2014
1500347,Mepcon Philippines Inc.,No. 27 Lily Hill Plaza C.M. Recto Highway Clark Freeport Zone Philippines  2023,,,allanfonacier.mepconphil@gmail.com,,CS200908747,VAT,,,,,,COD,Active,Sister company of Cross-Link,,007-311-105-000,25/02/2014
1500348,NPI Machinery  Inc.,5F Orcel II Bldg. 1611  Quezon Ave. West Triangle  Quezon City,02 926-7479,,,,143338,VAT,,,,,,COD,Active,,Sale of motor vehicle parts and accessories,000 295 750 000,04/03/2015
1500349,Moriroku Philippines  Inc.,115 North Science Avenue Laguna Technopark  Biñan  Laguna 4024 Philippines,049 541-2892/2893/2790/2792/2849 loc. 109,049 541-2791/2891,,,,Non-VAT,,,,,,COD,Active,Referred by Sanyo Plastic,,003-974-398-000,23/03/2015
1500350,Lima Logistics Corporation,Lima Technology Center  Special Economic Zone  Lipa City  Philippines,043 981-2506,043 981-2508,ruviflores@limalogistics.com.ph,,,Non-VAT,,,,,,COD,Active,,,201-169-239-000,30/03/2015
1500351,CRP System  Inc.,Unit 509 Cityland 10 Tower II  6817 H.V. dela Costa cor. Valero Sts.  Salcedo Village  Makati City,02 817-7815,02 812-9742,,,A200108946,VAT,,,,,,COD,Active,3M Dealer,Other wholesaling,211-907-333-000V,17/04/2015
1500352,Sanden International Philippines  Inc. (SIP),102 Industry Drive Cor. Progress Ave.  Carmelray Industrial Park 1  Canlubang Calamba Laguna  Philippines 4028,049 549-7957,02 843-1035,,,CS200403222,VAT,,,,,,COD,Active,"Ref: Ms. Sherlyn Contreras saw your company one time she visited one of our supplier in Carmona  Cavite 
Sanden International Philippines  Inc. (SIP) effective 10/01/17

formerly:  Automotive Air-Conditioning Technology Philippines  Inc.
Non-VAT",Mfg,230-096-167-000,29/04/2015
1500353,Mitsuba Philippines Corporation,Lot 1  Block 14  Phase II  First Cavite Industrial Estate  Barangay Langkaan  Dasmariñas  Cavite,046 4021203-09,046 402-00-28,,www.mitsuba.co.jp,A1996 07910,Non-VAT,,,,,,COD,Active,Ref by SIM Marketing,Mfg other aricles  N.E.C,005-065-700-000,29/04/2015
1500354,IK Plastic Compound Phils. Inc,Lot 4 & 5 Block 2 Phase 7  Laguna Technopark Inc. (LTI) -SEZ  Binan  Laguna Philippines,049 576-6646,049 576-6646,,,CS201314191,Non-VAT,,,,,,COD,Active,Referred by Environmate,Manufacturing,008-581-861-000,07/05/2015
1500355,Inovus Philippines Technolgy  Inc.,Unit B  Lot 5  121 Eeast Main Ave.  Laguna Technopark  SEZ  Binan  Laguna,049 502-0209,049 502-0209,,,CS200713775,VAT,,,,,,COD,Active,Referred by Team Quest,Other retail  N.E.C,006-868-550-000,08/05/2015
1500356,Sanko Gosei Philippines  Inc.,Lot 11B Phase 1B First Philippine Industrial Park  Brgy.Ulango Tanauan City Batangas 4232,043 430-1081 to 1083,043 430-1080,,,CS201309322,Non-VAT,,,,,,COD,Active,Referred by Daiho,Manufacturing,008-533-435-000,08/05/2015
1500357,MHI Engine System Philippines  Inc.,Warehouse 4-C Sunblest Compound  Km 23 West Service Road Bo. Cupang  Muntinlupa City 1770,02 775-0209,02 775-0310,,,,VAT,,,,,,COD,Active,Ref:  former employee of IMI,Other Non-store retail  Svc Activities  N E C.,006-712-088-000,13/05/2015
1500358,Vast Lighting Corp.,Lot 4 Blk 1 Daiichi Industrial Park  Maguyam  Silang  Cavite 4118,046 866-5811,046 542-1098,,,,Non-VAT,,,,,,COD,Active,Formerly Everbright Lighting Phils.  Inc.,Manufacturing,008-658-341-000,15/05/2015
1500359,PPT Philippines Corporation,32F LKG Tower  6801 Ayala Ave.  Makati City 1226,,,,,,VAT,,,,,,COD,Active,,Wholesale,005-034-537-000,15/05/2015
1500360,PTT Philippines Corp.,32F LKG Tower  6801 Ayala Ave.  Makati City 1226,,,,,,VAT,,,,,,COD,Active,Sister company of PTT Philis. Trading Corp.,Wholesale,005-034-537-000,21/05/2015
1500361,Inventory Exchange Center  Inc.,Block 2  lots 5  6  7 8  Welborne Industrial Park  Governor's Dr  Carmona Cavite,046 413 -2213,n/a,,,A199815025,VAT,,,,,,COD,Active,"Found us via-internet    STRICTLY COD - no pmt no relese of equipt
Formely address: Blk 2 Lot 5 6 7 8 Welborne Industrial Park  Carmona Cavite.
Invoicing:
Inventory Exchange Center  Inc.",Wholesale  Packaging,201-397-155-000,01/06/2015
1500362,Factory Automation and Instrumentation Corp.,113 Gerryville Subd.  Damong Maliit  Novaliches  Q.C.,02 426 9291 / 02 927 2940,02 927 2940,,www.faicph.com,,VAT,,,,,,COD,Active,Referred by Mr. Manny Lee of Total-Tech,Eng. services,218-395-679-000,18/06/2015
1500363,ICoast Manufacturing Group  Inc.,Lot 4  Blk 7A  Phase 2  Cavite Economic Zone  Rosario  Cavite 4106,046 437-1842  02 529-8845,046 437-1842,,,A199818602,Non-VAT,,,,,,COD,Active,"Former employee of Fujitsu Die-Tech - Mr. Robil Escobin
Ms. Dona Marie Baldonado and Mr. Danny I. Baldonado - Owners",Mfg of other Articles  N.E.C.,205-094-295-000,13/07/2015
1500364,Interbev Philippines Inc.,Km. 43  National Highway  Bo. Sala  Cabuyao,531-2104  531-2324  531-7669  531-4005,,,,,VAT,,,,,,COD,Potential,sister company of Asia Brewery,Mfg. softdrinks  bottling min. waters,224-662-496-000,14/07/2015
1500365,International Mega Petroleum Inspection Corporation,Blk 6 Lot 3 Richardson Compound  LIIP Ave.  Brgy. Mamplasan  Binan  Laguna,049 810-2165,n/a,sales@impinspection.com,n/a,CS201506616,VAT,,,,,,COD,Active,"Referred by Desco

Prior location:
DESCO Inc. Lot 2 Block 3  Interstar Street  Laguna International Industrial Park (LIIP) Barangay Mamplasan  City of Binan  Laguna  Philippines",Other svc activities  N.E.C,008-997-437-000,15/07/2015
1500366,Concepcion-Carrier Air Conditioning Company,LISP1  Energy St  cor Main Ave  Bo Diezmo Cabuyao Laguna,,,,,,VAT,,,,,,COD,Active,,Mfg. of other articles  N.E.C,200-512-491-012,03/08/2015
1500367,Concepcion Carrier Air-Conditioning Company,Ichthys Onshore LNG Project  PPA  AG&P Yard 2  Brgy. Calicanto  Batangas City,,,,,,VAT,,,,,,,Active,,,,19/08/2015
1500368,Seien Rubber Phils.  Inc.,Blk 3  Lot 3 People's Technology Complex-SEZ  Carmona  Cavite 4116,046 430-3480,046 430-3478,admin@seien.com.ph,,CS200301545,Non-VAT,,,,,,COD,Active,found on via internet search,Mfg. Rubber Products,222-167-201-000,27/08/2015
1500369,GMV Coldkeepers  Inc.,GMV Bldg. 107 North Main Ave.  Laguna Technopark  Binan  Laguna 4024,049 508 2139 local 301,049 530 9738,,,CS201115905,VAT,,,,,,COD,Active,Ref by GMV Corporation Admin Staff,Storage and warehousing N.E.C.,008-121-646-000,06/10/2015
1500370,Ishida Seisakusho Phils. Co. Inc.,Unit 6-B  LTI Standard Factory Bldg. 1  134 East Main Avenue  Laguna Technopark  SEZ  Biñan City  Laguna,049 534-2077/ 543-0655,n/a,,,CS201407791,Non-VAT,,,,,,COD,Active,"Recommended by FDTP ",Mfg of other Fabricated Metal Products,008-761-389-000,07/10/2015
1500371,Dynamic Z Trading and Services,13E Sunshine Square Commercial Center  Nights of Rizal St.  Brgy. Tubigan  Binan  Laguna,0921-412-1429,,DZtradingandservices@gmail.com,www.dynamic-z.com,,VAT,,,,,,COD,Active,found us on the internet,Other retail sale in spec. stores,161-750-156-000,22/10/2015
1500372,Seung Yeun Technology Industries Corp.,corner Lot Road 1 Phase 4  PEZA  Rosario  Cavite  Philippines,046-437-0322,n/a,,,008-262-221,Non-VAT,,,,,,COD,Active,Internet google,Mfg. of other articles  N.E.C,008-262-221-000,28/10/2015
1500373,Pigmentex  Inc.,Block 2 Lot 3  Peoples Technology Complex  Carmona  Cavite  Philippines,02 885-7553  049 430-2153,02 885 75 54,,,,VAT,,,,,,COD,Active,Ref by JVV precision machine shop,Mfg of other N.E.C.  Packaging Actities,000-289-965-000,09/11/2015
1500374,Philippine Advanced Processing Technology (PAPTI)  Inc.,Blk 15 Lot 13 Phase 3  CEPZ  Rosario  Cavite  Philippines,046 437-27-07 / 046 437-10-85,046 437-27-08,,www.papti.com.ph,1399,Non-VAT,,,,,,COD,Active,referred by other company,Philippine Advanced Processing Technology (PAPTI)  Inc.,004-692-426-000,11/11/2015
1500375,Ernesto M. dela Resma,30 Dahlia St.  Coris Village  Canlubang  Calamba  Philippines,0919-329-6940,,,,,VAT,,,,,,COD,Active,PICS Member,,,12/11/2015
1500376,Douyee Singapore Pte. Ltd.,2304 Bedok  Reservior Road   Bedok Industrial Park C Singapore,65 6444 2678,65 6743 7172,,,,VAT,,,,,,COD,Active,got information via SUENG YUENG,N/A,N/A,27/11/2015
1500377,Engie Services Asia-Pacific Pte. Ltd.,Unit 2505 Prestige Tower  F. Ortigas Jr. Rd.  Ortigas Center  Pasig City  Manila  Philppines,02 655-7426  7977,n/a,,,FS200905409,VAT,,,,,,COD,Active,referred by their supplier  Formerly - Cofely Philippines (2/23/17),Other service activity  NEC,275-068-705-000,29/01/2016
1500378,Creative Printing Technology Phillipines Inc.,Unit 2 & 3 Bldg 2  GMV Center  107 North Main Ave.  Laguna Technopark  Binan  Laguna 4024,049 502-0729,,,,CS201400389,Non-VAT,,,,,,COD,Active,Ref by Nihon Houzai - Ms. Maricel Saquin,Reproduction of recorded media,008-687-595-000,20/02/2016
1500379,Dynotech Pte. Ltd. (Philippines),Bldg 3  Room 202  GMV Bldg 107 North Main Ave.  Laguna Technopark Inc.  Biñan  Laguna,049 502-7369,049 502-7369,,,FS201300399,VAT,,,,,,COD,Active,"Ref by GMV Corp.",Other Bus. Activities  NEC,008-444-497-000,20/02/2016
1500380,Monde Nissin Corp.,Bo. Balibago  Sta. Rosa  Laguna,049 534-1313   02 815-6676,02 754-8224,,,86335,VAT,,,,,,COD,Potential,,,000-417-352-000,07/03/2016
1500381,Shimano (Philippines) Inc.,Lots 21-A  21B  21 C Ph 1B  First Philippine Industrial Park  Tanauan City  Batangas 4232,043 430-6082,043 430-6202,,,,Non-VAT,,,,,,COD,Active,"STRICTLY COD

Formely Payment Terms: Net 30 days PDC",Mfg of other articles  N.E.C,008-550-114-000,22/03/2016
1500382,Iship Logipack  Inc.,Bldg. 1 & 2  123-125 Technology Ave.  Phase 4  LTI  Binan  Laguna 4024,049 541-0877,049 541-1534,ishipsls@iship.com.ph,www.iship.com.ph,CS201407791,Non-VAT,,,,,,COD,Active,Referred by Ushio,Mfg.,005-749-944-000,30/03/2016
1500383,Toyo Ink Compounds Corporation,106-A Integrity Ave.  Carmelray Industrial Park 1  Canlubang  Laguna  Philippines,049 549-1444 to 49,049 549-3314,,,A1997-9305,Non-VAT,,,,,,Cash On Delivery,Active,referred by former employee of Shinsei,MFG,005-303-590-000,15/04/2016
1500384,Philippines Mansho  Inc.,FCIE Lot 15 Block 7 Phase 2 Langkaan  Dasmariñas  Cavite  Philippines,046 402-0681 to 85,046 402-0686,,,ASA94-00009930,Non-VAT,,,,,,COD,Active,"STRICTLY C.O.D.
Must bring pmt to allow the release of equipment and cal documents.",Mfg  N.E.C,004-678-695-000,29/04/2016
1500385,Sanac Philippines  Inc.,Lot 9 and 10  Phase II  First Cavite Industrial Estate  Brgy. Langkaan  Dasmariñas  Cavite  Philippines,046 402-0938 to 39,046 402-0941,,,A200208420,Non-VAT,,,,,,COD,Active,Referred by Fatec,Other Wholesaling  Retail,217-996-861-000,02/05/2016
1500386,Hager + Elsaesser Philippines Inc.,Unit 1202 Antel Corporate Centre  121 Valero St.  Salcedo Village   Makati  Philippines,02 846-6883,02 846-6983,,,,VAT,,,,,,,Active,Ref by Desco,,,19/05/2016
1500387,Almendrala Industrial Services Co. (AISCO),San Vicente  San Pedro  Laguna,02 869 2998  049 576 8315,02 868 8750,aisco1@pldtdsl.net,N/A,PG200306817,VAT,,,,,,COD,Active,Referred by Automotive Aircon,Other retail sale  Bus. Activities  NEC,223-450-274-000,21/07/2016
1500388,Kron Enterprises,78 Lybya Ext  Nangka  Marikna  Metro Manila  Philippines,02 921-4182  261-9132,,kronent_99@yahoo.com,,,VAT,,,,,,COD,Active,Referred by Pilmico,Other Retail Sales,190-544-764-000,27/07/2016
1500389,Zafire Distributors Inc.,49 Examiner St.  West Triangle  Quezon City  Philippines  1104,02 925-0500,02 928-4293,,,CS200412989,VAT,,,,,,Net 30 days PDC,Active,"Referred by RS Components
email proforma invoice for preperation of pmt. -  email invoice 1 day before delivery schedule is confirmed.",Other wholesaling,233-495-266-000,04/08/2016
1500390,Tochigi-Ken Technologies International  Inc.,Block 7 lot 6 5th St. Golden Mile Business Park  Brgy. Maduya Carmona  Cavite  Philippines,046 482-0731 to 32,N/A,,,,VAT,,,,,,COD,Active,9/17/19 - Formerly - Ure-Shii Technologies  Inc.,,007-000-500-000,24/08/2016
1500391,National Metrology Laboratory,Metrology Building  DOST Compound  Gen. Santos Ave.  Bicutan  Taguig  Philippines,02 837-2071,,,,,Non-VAT,,,,,,,Active,for Interlab Comparison or PAB Audits,,,05/09/2016
1500392,Lintec Philippines (PEZA)  Inc.,No. 4 Lot 2 Block 2 EZP Technohub  Laguna Technopark Annex  Biñan  Laguna  Philippines,046 430-3569 to 70,046 430-3562,,www.lintec-global.com,CS200714473,Non-VAT,,,,,,,Active,"found us on the internet

Former Address (6/2019):  L5 Blk 8 Golden Mile Business Park  Carmona  Cavite 4116 Philippines",Mfg. of other articles  N.E.C.,006-876-030-00000,21/09/2016
1500393,Ishida Philippines Tube Co.  Inc.,Lot 3 Block 5  First Cavite Industrial Estate  Bo. Langkaan  Dasmarinas  Cavite  Philippines,046 402-0809,046 402-1342,,,,VAT,,,,,,COD,Active,Referred by Sudo Gasket,,202-935-083-000,22/09/2016
1500394,Arktech Philippines  Inc.,Lot 6B  Phase-1A  First Philippine Industrial Park  Sto. Tomas  Batangas  Philippines,043 405-6140  42,043 405-6138,,,CS200307607,Non-VAT,,,,,,COD,Active,Referred by RS Components,Mfg. Structural Metal Products,223-489-050-000,28/10/2016
1500395,NSB Engineering Design and Fabrication,#309 Purok 4 M.L. Quezon St.  Lower Bicutan Taguig City,02 837-8283  887-1833,02 887-1833  837-9532,www.nsbengineering.com.ph,,DTI TRN 6387939,VAT,,,,,,COD,Active,Referred by Delta Desgin,Misc. Svc N.E.C.,165-226-163-00000,03/11/2016
1500396,Micron Cleanroom Philippines  Inc.,Unit 906 Page 1 Bldg. Acacia Ave.  Madrigal Business Park  Ayala Alabang  Muntinlupa City  Philippines,,,,,,VAT,,,,,,COD,Active,,,007-253-535-000,04/01/2017
1500397,Chemsol Industries  Inc.,Republic Steel Compound  Km. 16  Pamplona  Las Pinas  Philippines,02 874-7673,,,,,VAT,,,,,,COD,Potential,,,224-073-990-000V,23/01/2017
1500398,Pencil and Stationery Products Manufacturers  Inc.,#28-31  Lot 49-51  Hall F  Faith cor Innovative Sts.  Subic Bay Gateway Park  Phase I  Subic Bay Freeport Zone 2200,SBMA 047 250 2588 /  Paranaque 02 8468019,n/a,,,CS201100552,Non-VAT,,,,,,COD,Active,learned from a friend,Mfg.,007-959-628-000,30/01/2017
1500399,Yamaichi Seiko Philippines Inc.,Lot 13-A First Philippine Industrial Park II  Brgy. Sta. Anastacia  Sto. Tomas  Batangas  4234,0918 549-7609,N/A,,,CS201222850,Non-VAT,,,,,,COD,Active,found us on webiste,Mfg of other Fab Metal Prod,008-432-435-000,27/02/2017
1500400,Dycem Asia Inc.,Unit 1205 Alpap II Bldg. Trade St.  cor. Investment Drive  Madrigal Business Park  Ayala Alabang  Muntinlupa City,02  807-6422,02 807-6415,,www.dycem.com,CS201614861,VAT,,,,,,,Active,Referred by Mr. Jhun Yparraguerre - VP for Asia operation,Sales and Marketing,009-344-504-000-00,23/03/2017
1500401,C&F Mfg. Phils Corp.,Lot 1-4  Block 11  Phase III  FCIE - SEZ  Dasmariñas  Cavite 4126  Philippines,046 437-1091  046 437-1079,046 437-1033,,,CS200342638,Non-VAT,,,,,,COD,Active,Referred by Mr. Escobin,Fabrication of Metal Products,228-558-881-000,24/03/2017
1500402,James Hardie Phils. Inc.,Brgy. San Isidro Cabuyao Laguna,049 545-0718,02 895-2994,,www.jameshardie.com,,VAT,,,,,,COD,Active,Referred by BS Tech,Manufacturing,004-665-916-000,04/04/2017
1500403,Fujifilm Optics Philippines Inc.,107 Prosperity Avenue  Carmelray International Business Park-SEZ Canlubang Calamba City  Laguna,049 508-3653,049 508-3569,,,CS201212112,Non-VAT,,,,,,COD,Active,"referred by Environmate  Unit 1  Purok 6  F. Reyes St.  Barangay Balibago  Sta. Rosa  Laguna
Formely:
Fujifilm Optics Philippines  Inc. (FOPH)
107 Prosperity Ave.  CIBP-SEZ  Canlubang Calamba City  Laguna  Philippines

REQUIRES HARDCOPY OF INVOICE -  INCREASE ON-SITE FEE AND REQUEST PMT UPON COMPLETION OF THE ON-SITE CAL",Fujifilm Optics Philippines Inc.,008-320-197-000 VAT Zero Rated,09/06/2017
1500404,Electrum Philippines Corporation,#389 Unit 2A Visayas Ave.  Tandang Sora  Quezon City  Philippines,02 949-2708,n/a,electrumphilippines@gmail.com,,,VAT,,,,,,COD,Potential,Referred by Cero (Roy) Senado,,,23/06/2017
1500405,Dong Wu Plastic  Inc.,Plant I & Plant II - Second Street  Phase 1  Cavite Economic Zone  Rosario  Cavite,046 437-1707 to 08,046 437-1706,,,,Non-VAT,,,,,,COD,Active,Found us on the internet,Mfg Plastic Products,231-647-299-000,10/08/2017
1500406,Sydenham Laboratories  Inc.,E. Aguinaldo Highway near Governor's Dr.  Dasmarinas 4114  Cavite  Philippines,046 416-5070,02 584-4771,,,,VAT,,,,,,COD,Active,referred by::  Ms. Choly Villanueva -  former employee of Bauch,,,16/08/2017
1500407,FVC Philippines  Inc.,Narra Rd.  Bo. San Antonio  San Pedro  4023 Laguna  Philippines,02 556-7838 to 39,02 556-7944,,,AS094-000897,Non-VAT,,,,,,COD,Active,found us on-line,Mfg pumps  compressors  taps  valves,003-504-546-000,12/10/2017
1500408,Shoshiba Filipina Industria  Inc.,Blk. 7 Lot 14 First Cavite Industrial Estate  Brgy. Langkaan  Dasmariñas  Cavite  Philippines,046 402-0416  17  19,046 402-0418,,,AS094-00011631,Non-VAT,2% Svc  1% Sales,,,,,COD,Active,Found us on-line,Mfg Parts  Accessories Motor Vehicles,003-959-923-000,26/10/2017
1500409,SPC Power Corporation,7th Floor  Cebu Holdings Center  Cebu Business Park  6000 Cebu City Philippines,032 231-9366,032 231-9369,,,ASO94-002365,VAT,,,,,,COD,Active,Referred by RS Components,Gen. collect  & distrib. of electricity,003-868-048-000,09/11/2017
